decision,evaluated,operator,q,null,accepted,candidate_score,current_score,best_score
1,1,0,12,0,1,383.85422921467074,383.85422921467074,383.85422921467074
2,2,1,9,0,0,388.8255859202985,383.85422921467074,383.85422921467074
3,3,0,10,0,1,385.2542292146707,385.2542292146707,383.85422921467074
4,4,1,10,0,0,398.2084072999524,385.2542292146707,383.85422921467074
5,5,1,12,0,1,383.85422921467074,383.85422921467074,383.85422921467074
6,5,2,9,1,0,,383.85422921467074,383.85422921467074
7,6,0,10,0,0,386.55580408489476,383.85422921467074,383.85422921467074
8,6,1,10,1,0,,383.85422921467074,383.85422921467074
9,7,2,12,0,0,452.40711881069507,383.85422921467074,383.85422921467074
10,7,0,11,1,0,,383.85422921467074,383.85422921467074
11,7,1,11,1,0,,383.85422921467074,383.85422921467074
12,8,0,10,0,0,388.8255859202985,383.85422921467074,383.85422921467074
13,8,2,8,1,0,,383.85422921467074,383.85422921467074
14,9,0,11,0,1,385.1542292146707,385.1542292146707,383.85422921467074
15,9,1,9,1,0,,385.1542292146707,383.85422921467074
16,9,0,11,1,0,,385.1542292146707,383.85422921467074
17,10,0,10,0,1,394.66740983650146,394.66740983650146,383.85422921467074
18,11,2,10,0,1,392.67658308838304,392.67658308838304,383.85422921467074
19,12,0,11,0,0,393.7976156942564,392.67658308838304,383.85422921467074
20,13,0,8,0,1,393.9422876971158,393.9422876971158,383.85422921467074
21,14,1,11,0,1,387.31993382340346,387.31993382340346,383.85422921467074
22,15,2,11,0,1,386.05422921467067,386.05422921467067,383.85422921467074
23,16,0,9,0,1,385.8542292146707,385.8542292146707,383.85422921467074
24,17,0,11,0,0,390.82558592029847,385.8542292146707,383.85422921467074
25,18,2,9,0,1,388.10242334671057,388.10242334671057,383.85422921467074
26,19,0,9,0,0,394.53805917806926,388.10242334671057,383.85422921467074
27,20,1,11,0,1,387.4024233467106,387.4024233467106,383.85422921467074
28,21,2,9,0,0,410.8393095537863,387.4024233467106,383.85422921467074
29,22,1,12,0,0,392.9296711360217,387.4024233467106,383.85422921467074
30,23,1,12,0,0,407.0330007964586,387.4024233467106,383.85422921467074
31,24,2,11,0,0,395.66475286968443,387.4024233467106,383.85422921467074
32,25,0,12,0,0,396.22202433754734,387.4024233467106,383.85422921467074
33,26,2,11,0,0,392.1950062107756,387.4024233467106,383.85422921467074
34,27,1,10,0,0,403.55562088596196,387.4024233467106,383.85422921467074
35,28,1,9,0,1,387.08701273573786,387.08701273573786,383.85422921467074
36,29,1,11,0,1,387.08701273573786,387.08701273573786,383.85422921467074
37,30,2,9,0,0,400.6291793093196,387.08701273573786,383.85422921467074
38,31,2,10,0,0,406.7175901854859,387.08701273573786,383.85422921467074
39,31,1,10,1,0,,387.08701273573786,383.85422921467074
40,32,2,9,0,0,404.1616705162828,387.08701273573786,383.85422921467074
41,33,1,9,0,0,403.24021027498924,387.08701273573786,383.85422921467074
42,34,0,11,0,0,397.11142064724623,387.08701273573786,383.85422921467074
43,35,2,12,0,1,388.0048914679238,388.0048914679238,383.85422921467074
44,36,1,9,0,0,395.9066137265746,388.0048914679238,383.85422921467074
45,37,0,10,0,1,387.9048914679238,387.9048914679238,383.85422921467074
46,38,1,11,0,0,395.8066137265746,387.9048914679238,383.85422921467074
47,39,1,9,0,0,397.9110266153986,387.9048914679238,383.85422921467074
48,40,1,12,0,1,388.60489146792384,388.60489146792384,383.85422921467074
49,41,0,12,0,1,387.9048914679238,387.9048914679238,383.85422921467074
50,42,1,12,0,0,411.959811265826,387.9048914679238,383.85422921467074
51,43,1,12,0,0,415.6083053347023,387.9048914679238,383.85422921467074
52,44,1,9,0,1,389.0989427730653,389.0989427730653,383.85422921467074
53,45,1,11,0,1,387.9048914679238,387.9048914679238,383.85422921467074
54,46,0,9,0,0,396.4048914679238,387.9048914679238,383.85422921467074
55,47,0,12,0,0,428.3778318391869,387.9048914679238,383.85422921467074
56,48,2,10,0,0,405.83102163808303,387.9048914679238,383.85422921467074
57,49,0,11,0,0,395.8066137265746,387.9048914679238,383.85422921467074
58,50,0,11,0,0,411.94236253858855,387.9048914679238,383.85422921467074
59,51,1,12,0,0,414.81735558740166,387.9048914679238,383.85422921467074
